country	country_code	ETS information	main activity sector name	unit	value	year
France	FR	1.1.1 Free allocation to existing entities (Art. 10a(1))	99 Other activity opted-in under Art. 24	tonne of CO2 equ.	1299165	Total 1st trading period (05-07)
United Kingdom (excl. NI)	GB	1.1.1 Free allocation to existing entities (Art. 10a(1))	20 Combustion of fuels	tonne of CO2 equ.	484821148	Total 1st trading period (05-07)
United Kingdom (excl. NI)	GB	2.1 EU-ETS Verified Emission	20 Combustion of fuels	tonne of CO2 equ.	611185949	Total 1st trading period (05-07)
United Kingdom (excl. NI)	GB	4.2 Surrendered certified emission reductions (CERs)	20-99 All stationary installations	tonne of CO2 equ.	0	Total 1st trading period (05-07)
United Kingdom (excl. NI)	GB	1.1 Freely allocated allowances	21  Refining of mineral oil	tonne of CO2 equ.	42856578	Total 1st trading period (05-07)
United Kingdom (excl. NI)	GB	1.1.1 Free allocation to existing entities (Art. 10a(1))	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	128196964	Total 1st trading period (05-07)
United Kingdom (excl. NI)	GB	4. Total surrendered units	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	123427963	Total 1st trading period (05-07)
United Kingdom (excl. NI)	GB	4.3 Surrendered emission reduction units (ERUs)	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Estonia	EE	2. Verified emissions	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	3499369	Total 1st trading period (05-07)
Estonia	EE	4.3 Surrendered emission reduction units (ERUs)	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Estonia	EE	4. Total surrendered units	29 Production of cement clinker	tonne of CO2 equ.	2724345	Total 1st trading period (05-07)
Estonia	EE	4.3 Surrendered emission reduction units (ERUs)	29 Production of cement clinker	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Estonia	EE	4.1 Surrendered EU allowances (EUAs and EUAAs)	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	115424	Total 1st trading period (05-07)
Estonia	EE	2. Verified emissions	31 Manufacture of glass	tonne of CO2 equ.	105188	Total 1st trading period (05-07)
Estonia	EE	4.1 Surrendered EU allowances (EUAs and EUAAs)	32 Manufacture of ceramics	tonne of CO2 equ.	172182	Total 1st trading period (05-07)
France	FR	2.1 EU-ETS Verified Emission	43 Production of hydrogen and synthesis gas	tonne of CO2 equ.	473495	Total 1st trading period (05-07)
France	FR	4. Total surrendered units	44 Production of soda ash and sodium bicarbonate	tonne of CO2 equ.	1401002	Total 1st trading period (05-07)
France	FR	4.1 Surrendered EU allowances (EUAs and EUAAs)	99 Other activity opted-in under Art. 24	tonne of CO2 equ.	601310	Total 1st trading period (05-07)
United Kingdom (excl. NI)	GB	2. Verified emissions	20 Combustion of fuels	tonne of CO2 equ.	611185949	Total 1st trading period (05-07)
United Kingdom (excl. NI)	GB	4. Total surrendered units	20 Combustion of fuels	tonne of CO2 equ.	611493896	Total 1st trading period (05-07)
United Kingdom (excl. NI)	GB	1. Total allocated allowances (EUA or EUAA)	20-99 All stationary installations	tonne of CO2 equ.	613018112	Total 1st trading period (05-07)
Spain	ES	2.1 EU-ETS Verified Emission	20 Combustion of fuels	tonne of CO2 equ.	351859412	Total 1st trading period (05-07)
Spain	ES	1.2 Correction to freely allocated allowances (not reflected in EUTL)	20-99 All stationary installations	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Spain	ES	1.1 Freely allocated allowances	21  Refining of mineral oil	tonne of CO2 equ.	43764060	Total 1st trading period (05-07)
Spain	ES	2. Verified emissions	21  Refining of mineral oil	tonne of CO2 equ.	44088946	Total 1st trading period (05-07)
Spain	ES	4.3 Surrendered emission reduction units (ERUs)	21  Refining of mineral oil	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Estonia	EE	4.3 Surrendered emission reduction units (ERUs)	20 Combustion of fuels	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Estonia	EE	1.1.1 Free allocation to existing entities (Art. 10a(1))	20-99 All stationary installations	tonne of CO2 equ.	56290413	Total 1st trading period (05-07)
Estonia	EE	1.2 Correction to freely allocated allowances (not reflected in EUTL)	20-99 All stationary installations	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Estonia	EE	4.2 Surrendered certified emission reductions (CERs)	20-99 All stationary installations	tonne of CO2 equ.	0	Total 1st trading period (05-07)
United Kingdom (excl. NI)	GB	4.2 Surrendered certified emission reductions (CERs)	31 Manufacture of glass	tonne of CO2 equ.	0	Total 1st trading period (05-07)
United Kingdom (excl. NI)	GB	4.3 Surrendered emission reduction units (ERUs)	31 Manufacture of glass	tonne of CO2 equ.	0	Total 1st trading period (05-07)
United Kingdom (excl. NI)	GB	2.1 EU-ETS Verified Emission	33 Manufacture of mineral wool	tonne of CO2 equ.	173721	Total 1st trading period (05-07)
United Kingdom (excl. NI)	GB	4.1 Surrendered EU allowances (EUAs and EUAAs)	21  Refining of mineral oil	tonne of CO2 equ.	38202022	Total 1st trading period (05-07)
Poland	PL	4.2 Surrendered certified emission reductions (CERs)	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Poland	PL	4.3 Surrendered emission reduction units (ERUs)	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	0	Total 1st trading period (05-07)
United Kingdom (excl. NI)	GB	2. Verified emissions	24  Production of pig iron or steel	tonne of CO2 equ.	20623968	Total 1st trading period (05-07)
United Kingdom (excl. NI)	GB	4.3 Surrendered emission reduction units (ERUs)	24  Production of pig iron or steel	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Poland	PL	4.3 Surrendered emission reduction units (ERUs)	10 Aviation	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Poland	PL	2.1 EU-ETS Verified Emission	20-99 All stationary installations	tonne of CO2 equ.	622384223	Total 1st trading period (05-07)
Poland	PL	4.3 Surrendered emission reduction units (ERUs)	34 Production or processing of gypsum or plasterboard	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Poland	PL	4.1 Surrendered EU allowances (EUAs and EUAAs)	36 Production of paper or cardboard	tonne of CO2 equ.	4473096	Total 1st trading period (05-07)
Poland	PL	4.1 Surrendered EU allowances (EUAs and EUAAs)	37 Production of carbon black	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Poland	PL	4.3 Surrendered emission reduction units (ERUs)	38 Production of nitric acid	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Portugal	PT	4.2 Surrendered certified emission reductions (CERs)	10 Aviation	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Portugal	PT	1.1 Freely allocated allowances	20 Combustion of fuels	tonne of CO2 equ.	71579427	Total 1st trading period (05-07)
Hungary	HU	4.3 Surrendered emission reduction units (ERUs)	43 Production of hydrogen and synthesis gas	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Hungary	HU	4. Total surrendered units	99 Other activity opted-in under Art. 24	tonne of CO2 equ.	115410	Total 1st trading period (05-07)
Ireland	IE	4. Total surrendered units	20 Combustion of fuels	tonne of CO2 equ.	52412659	Total 1st trading period (05-07)
United Kingdom (excl. NI)	GB	2.1 EU-ETS Verified Emission	36 Production of paper or cardboard	tonne of CO2 equ.	245900	Total 1st trading period (05-07)
United Kingdom (excl. NI)	GB	2. Verified emissions	41 Production of ammonia	tonne of CO2 equ.	172919	Total 1st trading period (05-07)
United Kingdom (excl. NI)	GB	1.1 Freely allocated allowances	42 Production of bulk chemicals	tonne of CO2 equ.	3007713	Total 1st trading period (05-07)
United Kingdom (excl. NI)	GB	4. Total surrendered units	43 Production of hydrogen and synthesis gas	tonne of CO2 equ.	358268	Total 1st trading period (05-07)
United Kingdom (excl. NI)	GB	1.1 Freely allocated allowances	99 Other activity opted-in under Art. 24	tonne of CO2 equ.	30759	Total 1st trading period (05-07)
United Kingdom (excl. NI)	GB	2.1 EU-ETS Verified Emission	99 Other activity opted-in under Art. 24	tonne of CO2 equ.	39419	Total 1st trading period (05-07)
United Kingdom (excl. NI)	GB	4.3 Surrendered emission reduction units (ERUs)	99 Other activity opted-in under Art. 24	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Greece	GR	4.1 Surrendered EU allowances (EUAs and EUAAs)	10 Aviation	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Netherlands	NL	4.2 Surrendered certified emission reductions (CERs)	20 Combustion of fuels	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Netherlands	NL	2. Verified emissions	21  Refining of mineral oil	tonne of CO2 equ.	35016967	Total 1st trading period (05-07)
Netherlands	NL	4.3 Surrendered emission reduction units (ERUs)	21  Refining of mineral oil	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Netherlands	NL	1.1 Freely allocated allowances	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	96133975	Total 1st trading period (05-07)
Netherlands	NL	1.1.1 Free allocation to existing entities (Art. 10a(1))	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	96133975	Total 1st trading period (05-07)
Poland	PL	2. Verified emissions	32 Manufacture of ceramics	tonne of CO2 equ.	3062323	Total 1st trading period (05-07)
Poland	PL	4.2 Surrendered certified emission reductions (CERs)	32 Manufacture of ceramics	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Poland	PL	1.1.1 Free allocation to existing entities (Art. 10a(1))	33 Manufacture of mineral wool	tonne of CO2 equ.	170400	Total 1st trading period (05-07)
Poland	PL	4.1 Surrendered EU allowances (EUAs and EUAAs)	33 Manufacture of mineral wool	tonne of CO2 equ.	148883	Total 1st trading period (05-07)
Poland	PL	4. Total surrendered units	36 Production of paper or cardboard	tonne of CO2 equ.	4473096	Total 1st trading period (05-07)
Greece	GR	2. Verified emissions	32 Manufacture of ceramics	tonne of CO2 equ.	2233426	Total 1st trading period (05-07)
Greece	GR	4.3 Surrendered emission reduction units (ERUs)	33 Manufacture of mineral wool	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Greece	GR	4.1 Surrendered EU allowances (EUAs and EUAAs)	34 Production or processing of gypsum or plasterboard	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Greece	GR	4.1 Surrendered EU allowances (EUAs and EUAAs)	35 Production of pulp	tonne of CO2 equ.	11257	Total 1st trading period (05-07)
Greece	GR	4.2 Surrendered certified emission reductions (CERs)	41 Production of ammonia	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Greece	GR	4.3 Surrendered emission reduction units (ERUs)	42 Production of bulk chemicals	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Greece	GR	4.2 Surrendered certified emission reductions (CERs)	99 Other activity opted-in under Art. 24	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Croatia	HR	4.3 Surrendered emission reduction units (ERUs)	10 Aviation	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Croatia	HR	4.3 Surrendered emission reduction units (ERUs)	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Croatia	HR	4.1 Surrendered EU allowances (EUAs and EUAAs)	24  Production of pig iron or steel	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Poland	PL	2. Verified emissions	21  Refining of mineral oil	tonne of CO2 equ.	9142434	Total 1st trading period (05-07)
Poland	PL	4.1 Surrendered EU allowances (EUAs and EUAAs)	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	84588776	Total 1st trading period (05-07)
Poland	PL	1.1 Freely allocated allowances	22  Production of coke	tonne of CO2 equ.	12588000	Total 1st trading period (05-07)
Luxembourg	LU	4. Total surrendered units	24  Production of pig iron or steel	tonne of CO2 equ.	1371465	Total 1st trading period (05-07)
Austria	AT	2. Verified emissions	31 Manufacture of glass	tonne of CO2 equ.	1029969	Total 2nd trading period (08-12)
Austria	AT	4.2 Surrendered certified emission reductions (CERs)	31 Manufacture of glass	tonne of CO2 equ.	81005	Total 2nd trading period (08-12)
Austria	AT	4. Total surrendered units	32 Manufacture of ceramics	tonne of CO2 equ.	1883514	Total 2nd trading period (08-12)
Austria	AT	1.1 Freely allocated allowances	35 Production of pulp	tonne of CO2 equ.	2843265	Total 2nd trading period (08-12)
Austria	AT	1.1.1 Free allocation to existing entities (Art. 10a(1))	36 Production of paper or cardboard	tonne of CO2 equ.	7714940	Total 2nd trading period (08-12)
Cyprus	CY	1. Total allocated allowances (EUA or EUAA)	20-99 All stationary installations	tonne of CO2 equ.	27351438	Total 2nd trading period (08-12)
Cyprus	CY	1.3 Allowances auctioned or sold (EUAs and EUAAs)	20-99 All stationary installations	tonne of CO2 equ.	0	Total 2nd trading period (08-12)
Cyprus	CY	2. Verified emissions	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	5876050	Total 2nd trading period (08-12)
Cyprus	CY	2.1 EU-ETS Verified Emission	29 Production of cement clinker	tonne of CO2 equ.	5509420	Total 2nd trading period (08-12)
Cyprus	CY	4. Total surrendered units	29 Production of cement clinker	tonne of CO2 equ.	5509420	Total 2nd trading period (08-12)
Cyprus	CY	4.3 Surrendered emission reduction units (ERUs)	29 Production of cement clinker	tonne of CO2 equ.	0	Total 2nd trading period (08-12)
Netherlands	NL	2. Verified emissions	41 Production of ammonia	tonne of CO2 equ.	3699683	Total 1st trading period (05-07)
Netherlands	NL	4. Total surrendered units	43 Production of hydrogen and synthesis gas	tonne of CO2 equ.	1822225	Total 1st trading period (05-07)
Netherlands	NL	2.1 EU-ETS Verified Emission	99 Other activity opted-in under Art. 24	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Norway	NO	1. Total allocated allowances (EUA or EUAA)	10 Aviation	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Norway	NO	1. Total allocated allowances (EUA or EUAA)	20-99 All stationary installations	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Norway	NO	1.3 Allowances auctioned or sold (EUAs and EUAAs)	20-99 All stationary installations	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Poland	PL	4.2 Surrendered certified emission reductions (CERs)	20 Combustion of fuels	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Bulgaria	BG	2.1 EU-ETS Verified Emission	21  Refining of mineral oil	tonne of CO2 equ.	8073105	Total 2nd trading period (08-12)
Bulgaria	BG	2. Verified emissions	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	25777654	Total 2nd trading period (08-12)
Bulgaria	BG	4.1 Surrendered EU allowances (EUAs and EUAAs)	34 Production or processing of gypsum or plasterboard	tonne of CO2 equ.	0	Total 2nd trading period (08-12)
Bulgaria	BG	1.1.1 Free allocation to existing entities (Art. 10a(1))	35 Production of pulp	tonne of CO2 equ.	263378	Total 2nd trading period (08-12)
Bulgaria	BG	4.1 Surrendered EU allowances (EUAs and EUAAs)	35 Production of pulp	tonne of CO2 equ.	39240	Total 2nd trading period (08-12)
Bulgaria	BG	2.1 EU-ETS Verified Emission	36 Production of paper or cardboard	tonne of CO2 equ.	435041	Total 2nd trading period (08-12)
Bulgaria	BG	1.1.1 Free allocation to existing entities (Art. 10a(1))	38 Production of nitric acid	tonne of CO2 equ.	1034895	Total 2nd trading period (08-12)
Bulgaria	BG	4.1 Surrendered EU allowances (EUAs and EUAAs)	38 Production of nitric acid	tonne of CO2 equ.	953461	Total 2nd trading period (08-12)
Bulgaria	BG	1.1.1 Free allocation to existing entities (Art. 10a(1))	41 Production of ammonia	tonne of CO2 equ.	1209792	Total 2nd trading period (08-12)
Cyprus	CY	2. Verified emissions	10 Aviation	tonne of CO2 equ.	209162	Total 2nd trading period (08-12)
Cyprus	CY	4.2 Surrendered certified emission reductions (CERs)	10 Aviation	tonne of CO2 equ.	0	Total 2nd trading period (08-12)
Cyprus	CY	1.1 Freely allocated allowances	20 Combustion of fuels	tonne of CO2 equ.	17995657	Total 2nd trading period (08-12)
Poland	PL	1.1.1 Free allocation to existing entities (Art. 10a(1))	22  Production of coke	tonne of CO2 equ.	12588000	Total 1st trading period (05-07)
Poland	PL	1.1 Freely allocated allowances	29 Production of cement clinker	tonne of CO2 equ.	35076600	Total 1st trading period (05-07)
Poland	PL	2.1 EU-ETS Verified Emission	29 Production of cement clinker	tonne of CO2 equ.	29781517	Total 1st trading period (05-07)
Poland	PL	4.3 Surrendered emission reduction units (ERUs)	29 Production of cement clinker	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Austria	AT	1.1 Freely allocated allowances	38 Production of nitric acid	tonne of CO2 equ.	719940	Total 2nd trading period (08-12)
Austria	AT	1.1 Freely allocated allowances	42 Production of bulk chemicals	tonne of CO2 equ.	382760	Total 2nd trading period (08-12)
Austria	AT	2. Verified emissions	99 Other activity opted-in under Art. 24	tonne of CO2 equ.	99184	Total 2nd trading period (08-12)
Austria	AT	4.2 Surrendered certified emission reductions (CERs)	99 Other activity opted-in under Art. 24	tonne of CO2 equ.	0	Total 2nd trading period (08-12)
Belgium	BE	4.2 Surrendered certified emission reductions (CERs)	10 Aviation	tonne of CO2 equ.	44492	Total 2nd trading period (08-12)
Czechia	CZ	4.2 Surrendered certified emission reductions (CERs)	10 Aviation	tonne of CO2 equ.	79350	Total 2nd trading period (08-12)
Czechia	CZ	1.1 Freely allocated allowances	20 Combustion of fuels	tonne of CO2 equ.	344492099	Total 2nd trading period (08-12)
Czechia	CZ	2. Verified emissions	20 Combustion of fuels	tonne of CO2 equ.	306032271	Total 2nd trading period (08-12)
Czechia	CZ	2.1 EU-ETS Verified Emission	20 Combustion of fuels	tonne of CO2 equ.	306032271	Total 2nd trading period (08-12)
Czechia	CZ	1.1.1 Free allocation to existing entities (Art. 10a(1))	20-99 All stationary installations	tonne of CO2 equ.	430389427	Total 2nd trading period (08-12)
Czechia	CZ	1.2 Correction to freely allocated allowances (not reflected in EUTL)	20-99 All stationary installations	tonne of CO2 equ.	0	Total 2nd trading period (08-12)
Czechia	CZ	4.2 Surrendered certified emission reductions (CERs)	20-99 All stationary installations	tonne of CO2 equ.	19874444	Total 2nd trading period (08-12)
Bulgaria	BG	2. Verified emissions	29 Production of cement clinker	tonne of CO2 equ.	9719767	Total 2nd trading period (08-12)
Bulgaria	BG	4.2 Surrendered certified emission reductions (CERs)	29 Production of cement clinker	tonne of CO2 equ.	1406707	Total 2nd trading period (08-12)
Bulgaria	BG	1.1 Freely allocated allowances	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	1325931	Total 2nd trading period (08-12)
Bulgaria	BG	4. Total surrendered units	31 Manufacture of glass	tonne of CO2 equ.	1949757	Total 2nd trading period (08-12)
Bulgaria	BG	1.1.1 Free allocation to existing entities (Art. 10a(1))	32 Manufacture of ceramics	tonne of CO2 equ.	1635454	Total 2nd trading period (08-12)
Bulgaria	BG	2.1 EU-ETS Verified Emission	35 Production of pulp	tonne of CO2 equ.	63262	Total 2nd trading period (08-12)
Bulgaria	BG	4.1 Surrendered EU allowances (EUAs and EUAAs)	36 Production of paper or cardboard	tonne of CO2 equ.	340038	Total 2nd trading period (08-12)
Bulgaria	BG	4.3 Surrendered emission reduction units (ERUs)	36 Production of paper or cardboard	tonne of CO2 equ.	63538	Total 2nd trading period (08-12)
Spain	ES	1.1 Freely allocated allowances	36 Production of paper or cardboard	tonne of CO2 equ.	15685264	Total 2nd trading period (08-12)
Spain	ES	1.1 Freely allocated allowances	37 Production of carbon black	tonne of CO2 equ.	870066	Total 2nd trading period (08-12)
France	FR	2.1 EU-ETS Verified Emission	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	15845695	Total 2nd trading period (08-12)
France	FR	4.3 Surrendered emission reduction units (ERUs)	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	745312	Total 2nd trading period (08-12)
France	FR	2. Verified emissions	32 Manufacture of ceramics	tonne of CO2 equ.	4015653	Total 2nd trading period (08-12)
France	FR	2.1 EU-ETS Verified Emission	32 Manufacture of ceramics	tonne of CO2 equ.	4015653	Total 2nd trading period (08-12)
United Kingdom (excl. NI)	GB	1.1 Freely allocated allowances	21  Refining of mineral oil	tonne of CO2 equ.	67970420	Total 2nd trading period (08-12)
United Kingdom (excl. NI)	GB	1.1.1 Free allocation to existing entities (Art. 10a(1))	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	302643063	Total 2nd trading period (08-12)
United Kingdom (excl. NI)	GB	4. Total surrendered units	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	213698291	Total 2nd trading period (08-12)
United Kingdom (excl. NI)	GB	4.3 Surrendered emission reduction units (ERUs)	21-99 All industrial installations (excl. combustion)	tonne of CO2 equ.	7118579	Total 2nd trading period (08-12)
United Kingdom (excl. NI)	GB	2. Verified emissions	22  Production of coke	tonne of CO2 equ.	29497460	Total 2nd trading period (08-12)
Norway	NO	1.2 Correction to freely allocated allowances (not reflected in EUTL)	10 Aviation	tonne of CO2 equ.	0	Total 1st trading period (05-07)
Poland	PL	4. Total surrendered units	20 Combustion of fuels	tonne of CO2 equ.	538446867	Total 1st trading period (05-07)
Poland	PL	4.3 Surrendered emission reduction units (ERUs)	20 Combustion of fuels	tonne of CO2 equ.	0	Total 1st trading period (05-07)
France	FR	1.1 Freely allocated allowances	36 Production of paper or cardboard	tonne of CO2 equ.	4251680	Total 2nd trading period (08-12)
France	FR	4.2 Surrendered certified emission reductions (CERs)	36 Production of paper or cardboard	tonne of CO2 equ.	288772	Total 2nd trading period (08-12)
France	FR	1.1 Freely allocated allowances	37 Production of carbon black	tonne of CO2 equ.	1449500	Total 2nd trading period (08-12)
France	FR	2. Verified emissions	42 Production of bulk chemicals	tonne of CO2 equ.	4283863	Total 2nd trading period (08-12)
France	FR	4.2 Surrendered certified emission reductions (CERs)	42 Production of bulk chemicals	tonne of CO2 equ.	407853	Total 2nd trading period (08-12)
France	FR	1.1.1 Free allocation to existing entities (Art. 10a(1))	43 Production of hydrogen and synthesis gas	tonne of CO2 equ.	716680	Total 2nd trading period (08-12)
France	FR	4.1 Surrendered EU allowances (EUAs and EUAAs)	43 Production of hydrogen and synthesis gas	tonne of CO2 equ.	611598	Total 2nd trading period (08-12)
France	FR	4.3 Surrendered emission reduction units (ERUs)	43 Production of hydrogen and synthesis gas	tonne of CO2 equ.	96751	Total 2nd trading period (08-12)
France	FR	2. Verified emissions	99 Other activity opted-in under Art. 24	tonne of CO2 equ.	108197	Total 2nd trading period (08-12)
Belgium	BE	4.2 Surrendered certified emission reductions (CERs)	26 Production of primary aluminium	tonne of CO2 equ.	1	Total 2nd trading period (08-12)
Belgium	BE	4.2 Surrendered certified emission reductions (CERs)	27 Production of secondary aluminium	tonne of CO2 equ.	0	Total 2nd trading period (08-12)
Poland	PL	4. Total surrendered units	30 Production of lime, or calcination of dolomite/magnesite	tonne of CO2 equ.	6363198	Total 1st trading period (05-07)
Poland	PL	1.1 Freely allocated allowances	31 Manufacture of glass	tonne of CO2 equ.	5613600	Total 1st trading period (05-07)
Poland	PL	1.1.1 Free allocation to existing entities (Art. 10a(1))	32 Manufacture of ceramics	tonne of CO2 equ.	4387980	Total 1st trading period (05-07)
France	FR	1.1.1 Free allocation to existing entities (Art. 10a(1))	33 Manufacture of mineral wool	tonne of CO2 equ.	127334	Total 2nd trading period (08-12)
France	FR	4.1 Surrendered EU allowances (EUAs and EUAAs)	33 Manufacture of mineral wool	tonne of CO2 equ.	61121	Total 2nd trading period (08-12)
France	FR	4.2 Surrendered certified emission reductions (CERs)	34 Production or processing of gypsum or plasterboard	tonne of CO2 equ.	0	Total 2nd trading period (08-12)
France	FR	4.2 Surrendered certified emission reductions (CERs)	35 Production of pulp	tonne of CO2 equ.	1663460	Total 2nd trading period (08-12)
France	FR	4. Total surrendered units	36 Production of paper or cardboard	tonne of CO2 equ.	2279459	Total 2nd trading period (08-12)
France	FR	4. Total surrendered units	37 Production of carbon black	tonne of CO2 equ.	1275638	Total 2nd trading period (08-12)
United Kingdom (excl. NI)	GB	4.1 Surrendered EU allowances (EUAs and EUAAs)	24  Production of pig iron or steel	tonne of CO2 equ.	33187463	Total 2nd trading period (08-12)
United Kingdom (excl. NI)	GB	4.1 Surrendered EU allowances (EUAs and EUAAs)	25 Production or processing of ferrous metals	tonne of CO2 equ.	11609961	Total 2nd trading period (08-12)
Spain	ES	2. Verified emissions	42 Production of bulk chemicals	tonne of CO2 equ.	12652464	Total 2nd trading period (08-12)
Spain	ES	4.1 Surrendered EU allowances (EUAs and EUAAs)	43 Production of hydrogen and synthesis gas	tonne of CO2 equ.	0	Total 2nd trading period (08-12)
Spain	ES	4.3 Surrendered emission reduction units (ERUs)	43 Production of hydrogen and synthesis gas	tonne of CO2 equ.	0	Total 2nd trading period (08-12)
Spain	ES	1.1 Freely allocated allowances	44 Production of soda ash and sodium bicarbonate	tonne of CO2 equ.	3330291	Total 2nd trading period (08-12)
Finland	FI	4.1 Surrendered EU allowances (EUAs and EUAAs)	10 Aviation	tonne of CO2 equ.	1047479	Total 2nd trading period (08-12)
Sweden	SE	2.1 EU-ETS Verified Emission	29 Production of cement clinker	tonne of CO2 equ.	6462117	Total 1st trading period (05-07)
Latvia	LV	4.1 Surrendered EU allowances (EUAs and EUAAs)	99 Other activity opted-in under Art. 24	tonne of CO2 equ.	410349	Total 2nd trading period (08-12)
Latvia	LV	4.3 Surrendered emission reduction units (ERUs)	99 Other activity opted-in under Art. 24	tonne of CO2 equ.	251	Total 2nd trading period (08-12)
Malta	MT	1.1.1 Free allocation to existing entities (Art. 10a(1))	10 Aviation	tonne of CO2 equ.	212330	Total 2nd trading period (08-12)
Malta	MT	4. Total surrendered units	10 Aviation	tonne of CO2 equ.	227819	Total 2nd trading period (08-12)
Malta	MT	4.1 Surrendered EU allowances (EUAs and EUAAs)	20 Combustion of fuels	tonne of CO2 equ.	8706472	Total 2nd trading period (08-12)
Netherlands	NL	1. Total allocated allowances (EUA or EUAA)	10 Aviation	tonne of CO2 equ.	6310639.934292408	Total 2nd trading period (08-12)
Netherlands	NL	1.3 Allowances auctioned or sold (EUAs and EUAAs)	10 Aviation	tonne of CO2 equ.	0	Total 2nd trading period (08-12)
Netherlands	NL	4. Total surrendered units	20 Combustion of fuels	tonne of CO2 equ.	283570120	Total 2nd trading period (08-12)
Netherlands	NL	4.2 Surrendered certified emission reductions (CERs)	26 Production of primary aluminium	tonne of CO2 equ.	0	Total 2nd trading period (08-12)
Netherlands	NL	4.3 Surrendered emission reduction units (ERUs)	26 Production of primary aluminium	tonne of CO2 equ.	0	Total 2nd trading period (08-12)
Netherlands	NL	4.2 Surrendered certified emission reductions (CERs)	27 Production of secondary aluminium	tonne of CO2 equ.	0	Total 2nd trading period (08-12)
Netherlands	NL	4.3 Surrendered emission reduction units (ERUs)	27 Production of secondary aluminium	tonne of CO2 equ.	0	Total 2nd trading period (08-12)
Netherlands	NL	2.1 EU-ETS Verified Emission	28 Production or processing of non-ferrous metals	tonne of CO2 equ.	40020	Total 2nd trading period (08-12)
Netherlands	NL	4.1 Surrendered EU allowances (EUAs and EUAAs)	29 Production of cement clinker	tonne of CO2 equ.	2413039	Total 2nd trading period (08-12)
Netherlands	NL	4.3 Surrendered emission reduction units (ERUs)	29 Production of cement clinker	tonne of CO2 equ.	256088	Total 2nd trading period (08-12)
Netherlands	NL	2. Verified emissions	31 Manufacture of glass	tonne of CO2 equ.	2741085	Total 2nd trading period (08-12)
Netherlands	NL	1.1 Freely allocated allowances	32 Manufacture of ceramics	tonne of CO2 equ.	3344522	Total 2nd trading period (08-12)
Italy	IT	2. Verified emissions	36 Production of paper or cardboard	tonne of CO2 equ.	18834290	Total 2nd trading period (08-12)
Italy	IT	4.2 Surrendered certified emission reductions (CERs)	36 Production of paper or cardboard	tonne of CO2 equ.	1371584	Total 2nd trading period (08-12)
Italy	IT	4.2 Surrendered certified emission reductions (CERs)	42 Production of bulk chemicals	tonne of CO2 equ.	281947	Total 2nd trading period (08-12)
